title,release_date,rating,director,writer,genres,runtime,original_language,budget,revenue
Geleceğin Suçları,03/06/2022 (CA),61,David Cronenberg,David Cronenberg,"Dram,Bilim-Kurgu,Korku",1h 47m,İngilizce,"$27,000,000.00","$4,400,000.00"
,16/03/1973 (US),63,Roy Ward Baker,,Korku,1h 23m,İngilizce,-,-
Çılgın Cenaze,15/04/2010 (US),58,Neil LaBute,Dean Craig,Komedi,1h 32m,İngilizce,"$21,000,000.00","$49,050,886.00"
Korku Evi,30/09/2011 (TR),61,Jim Sheridan,,"Gizem,Dram,Gerilim",1h 32m,İngilizce,"$50,000,000.00","$38,502,340.00"
The Persian Version,21/04/2024 (TR),59,Maryam Keshavarz,Maryam Keshavarz,"Komedi,Dram,Romantik",1h 48m,İngilizce,-,"$534,000.00"
Hindistan'a Bir Geçit,14/12/1984 (US),68,David Lean,,"Dram,Macera,Tarih",2h 43m,İngilizce,"$8,000,000.00","$27,201,487.00"
Yıldız Şehri: Ruhani Bir Yolculuk,03/09/2010 (BR),72,Wagner de Assis,Wagner de Assis,Dram,1h 43m,Portekizce,"$12,000,000.00",-
Babam İçin,25/02/1994 (TR),79,Jim Sheridan,,Dram,2h 13m,İngilizce,"$13,000,000.00","$65,796,862.00"
Tekken,19/07/2011 (US),54,Dwight H. Little,Alan B. McElroy,"Suç,Dram,Aksiyon,Gerilim,Bilim-Kurgu",1h 32m,İngilizce,"$30,000,000.00","$967,000.00"
Aziz,03/04/1997 (US),61,Phillip Noyce,,"Gerilim,Aksiyon,Romantik,Bilim-Kurgu,Macera",1h 56m,İngilizce,"$68,000,000.00","$118,100,000.00"
71: Ateş Altında,16/06/2010 (KR),75,John H. Lee,Chung Tae-won,Savaş,2h,Korece,"$10,400,000.00","$20,967,660.00"
"Ben, Daniel Blake",26/10/2016 (FR),77,Ken Loach,,Dram,1h 40m,İngilizce,-,"$15,793,051.00"
Dünyanın En Şanslı Kızı,07/10/2022 (TR),65,Mike Barker,,"Dram,Gerilim,Gizem",1h 55m,İngilizce,-,-
Bas belasi,15/02/1991 (US),53,Dan Aykroyd,,"Komedi,Macera",1h 34m,İngilizce,"$40,000,000.00","$8,500,000.00"
Zor Biraderler,17/01/2014 (US),63,Tim Story,,"Aksiyon,Komedi",2h 40m,İngilizce,"$25,000,000.00","$153,997,819.00"
Maksimum Risk,13/09/1996 (US),58,Ringo Lam,Larry Ferguson,"Aksiyon,Gerilim",1h 40m,İngilizce,"$25,000,000.00","$51,702,483.00"
Avatar: The Deep Dive - A Special Edition of 20/20,13/12/2022 (US),71,Dave Hoffman,,Belgesel,38m,İngilizce,-,-
,27/01/2023 (JP),60,Hiroyuki Seshita,,"Animasyon,Aksiyon,Macera,Komedi,Suç",1h 32m,Japonca,-,-
Tarih Öncesi Topraklarda 12: Uçan Dinazorların Günü,27/02/2006 (US),62,Charles Grosvenor,,"Animasyon,Aile,Macera",1h 17m,İngilizce,-,-
Elveda,12/07/2019 (US),74,Lulu Wang,Lulu Wang,"Komedi,Dram",1h 40m,İngilizce,"$250,300.00","$23,076,657.00"
Puppylove,02/10/2013 (US),60,Delphine Lehericey,Delphine Lehericey,"Romantik,Dram",1h 30m,Fransızca,-,-
Sözcüklerin Gücü,28/04/2006 (US),70,Doug Atchison,Doug Atchison,Dram,1h 52m,İngilizce,"$8,000,000.00","$18,948,425.00"
Her Şey Yolunda,24/12/2021 (TR),67,François Ozon,Philippe Piazzo,"Komedi,Dram",1h 53m,Fransızca,-,-
Köpeği Isıran Adam,04/11/1992 (FR),72,Rémy Belvaux,,"Komedi,Suç",1h 36m,Fransızca,"$33,000.00","$205,569.00"
,07/05/1993 (US),70,Kenneth Branagh,Kenneth Branagh,"Dram,Komedi,Romantik",1h 51m,İngilizce,"$11,000,000.00","$22,600,000.00"
Meraklı Maymun,10/02/2006 (US),64,Matthew O'Callaghan,,"Macera,Animasyon,Komedi,Aile",1h 27m,İngilizce,"$50,000,000.00","$69,834,815.00"
Korku Çocukları 2,29/01/1993 (US),48,David Price,A L Katz,Korku,1h 32m,İngilizce,"$900,000.00","$6,980,986.00"
Boston,23/02/2017 (US),76,Jon Dunham,,Belgesel,1h 54m,İngilizce,-,-
Erkek Fatma,20/04/2011 (FR),73,Céline Sciamma,Céline Sciamma,Dram,1h 22m,Fransızca,"$1,000,000.00",-
,08/10/2004 (US),69,Peter Berg,,Dram,1h 58m,İngilizce,"$30,000,000.00","$61,255,921.00"
Kızıma Dokunma,26/04/1991 (US),63,John Landis,Claude Magnier,Komedi,1h 49m,İngilizce,"$35,000,000.00","$23,562,716.00"
,06/10/2018 (TR),74,Alice Rohrwacher,Alice Rohrwacher,"Dram,Fantastik",2h 8m,İtalyanca,-,-
Auntie Edna,23/10/2018 (US),71,Ted Mathot,Ted Mathot,"Animasyon,Komedi,Aile,Bilim-Kurgu",5m,İngilizce,-,-
Pawn,29/09/2020 (KR),83,Kang Dae-gyu,Shon Joo-yeon,"Komedi,Dram",1h 53m,Korece,-,-
Prens ve Fakir,16/11/1990 (US),67,George Scribner,Charles Fleischer,"Animasyon,Komedi,Aile",27m,İngilizce,-,-
Kral Olacak Adam,03/12/1975 (GB),75,John Huston,,"Macera,Dram",2h 9m,İngilizce,"$8,000,000.00","$12,678.00"
Zihinde Yangın,14/09/2016 (CA),70,Gerard Barrett,,Dram,1h 29m,İngilizce,-,-
,15/08/1986 (HK),63,Ricky Lau,Barry Wong,"Korku,Aksiyon,Komedi",1h 29m,Cantonese,-,-
Moloch,19/05/2022 (NL),59,Nico van den Brink,Nico van den Brink,Korku,1h 39m,Felemenkçe; Flamanca,-,"$558,917.00"
Geleceğin Kahramanları,02/09/2008 (US),69,Jay Oliva,,"Animasyon,Aile,Aksiyon,Macera,Bilim-Kurgu",1h 18m,İngilizce,-,"$3,800,000.00"
Öfkeli Polisler,21/06/2013 (CN),53,Wong Tsz Ming,Fengxiang Yang,"Komedi,Aksiyon,Suç",1h 38m,Çince,-,"$46,495,296.00"
Şeytani Ruhlar,12/02/2015 (US),53,Will Canon,,"Gerilim,Korku",1h 23m,İngilizce,"$3,000,000.00","$3,387,000.00"
,31/08/2018 (GB),66,Richard Eyre,Ian McEwan,Dram,1h 45m,İngilizce,-,"$17,696,794.00"
Evcil Hayvanların Gizli Yaşamı,08/07/2016 (TR),63,Chris Renaud,Cinco Paul,"Macera,Komedi,Animasyon,Aile",1h 27m,İngilizce,"$75,000,000.00","$875,457,937.00"
The African Doctor,08/06/2016 (FR),68,Julien Rambaldi,,Komedi,1h 34m,Fransızca,-,-
Ayın Çalışanı,06/10/2006 (US),56,Greg Coolidge,,"Komedi,Romantik",1h 43m,İngilizce,"$12,000,000.00","$38,528,984.00"
Şeytanlar,25/07/1971 (GB),75,Ken Russell,,"Dram,Tarih",1h 54m,İngilizce,"$2,000,000.00","$11,000,000.00"
Kaplan Kapanı,17/08/2010 (US),63,Carlos Brooks,,"Dram,Korku,Gerilim",1h 29m,İngilizce,-,"$58,147.00"
Pretty Young Sister,14/08/2020 (KR),63,Choi Jin-chul,,"Dram,Romantik",1h 4m,Korece,-,-
Pembe Flamingolar,17/03/1972 (US),62,John Waters,John Waters,"Komedi,Suç",1h 33m,İngilizce,"$12,000.00","$6,000,000.00"
Kış Uykusu,13/06/2014 (TR),76,Nuri Bilge Ceylan,Nuri Bilge Ceylan,Dram,3h 16m,Türkçe,-,-
,30/09/1988 (US),66,James Signorelli,John Paragon,"Korku,Komedi",1h 36m,İngilizce,"$7,500,000.00","$5,596,267.00"
Kırmızı Roket,10/12/2021 (US),68,Sean Baker,Sean Baker,"Dram,Komedi",2h 10m,İngilizce,"$1,100,000.00","$2,200,000.00"
Aşk Cadısı,11/11/2016 (US),64,Anna Biller,Anna Biller,"Korku,Komedi,Romantik",2h 1m,İngilizce,-,"$228,894.00"
Riccione Güneşinin Altında,01/07/2020 (IT),62,Antonio Usbergo,,"Komedi,Romantik",1h 42m,İtalyanca,"$3,000,000.00",-
Hatırı Sayılır Bir İlişki,11/07/1957 (US),74,Leo McCarey,,"Dram,Romantik",1h 51m,İngilizce,"$2,100,000.00","$3,800,000.00"
Enstitü,03/03/2017 (US),42,James Franco,Matt Rager,"Gerilim,Gizem,Korku",1h 30m,İngilizce,"$3,000,000.00",-
,13/01/2019 (US),70,Sam Liu,Tim Sheridan,"Bilim-Kurgu,Animasyon,Aksiyon",1h 27m,İngilizce,-,-
Büyük Jake,26/05/1971 (US),69,George Sherman,Harry Julian Fink,Vahşi Batı,1h 50m,İngilizce,-,-
Munster Ailesi,27/09/2022 (US),57,Rob Zombie,Rob Zombie,"Komedi,Fantastik",1h 50m,İngilizce,-,-
Hartum,14/06/1966 (US),62,Basil Dearden,Robert Ardrey,"Tarih,Savaş,Macera",2h 14m,İngilizce,"$6,000,000.00",-
Freddy'nin Çılgın Maceraları,20/04/2001 (US),47,Tom Green,Tom Green,Komedi,1h 27m,İngilizce,"$14,000,000.00","$14,343,028.00"
The Rocky Horror Picture Show,14/08/1975 (GB),75,Jim Sharman,,"Komedi,Bilim-Kurgu,Fantastik,Korku",1h 40m,İngilizce,"$1,200,000.00","$112,892,319.00"
Marvel Studios: Assembling a Universe,18/03/2014 (US),69,,,"Belgesel,TV film",43m,İngilizce,-,-
Çalınan Buseler,04/09/1968 (FR),73,François Truffaut,,"Komedi,Dram,Romantik",1h 30m,Fransızca,"$350,000.00","$1,500,000.00"
Jakuzi Ekspres 2,20/02/2015 (US),52,Steve Pink,Josh Heald,Komedi,1h 33m,İngilizce,"$36,000,000.00","$64,800,000.00"
,02/08/1996 (US),67,Douglas McGrath,,"Romantik,Komedi,Dram",2h 1m,İngilizce,"$6,000,000.00","$22,231,658.00"
For Whom the Bell Tolls,13/07/1943 (US),65,Sam Wood,,"Savaş,Romantik,Tarih,Dram,Macera",2h 50m,İngilizce,"$3,000,000.00","$17,800,000.00"
Car Wash,22/10/1976 (US),60,Michael Schultz,Joel Schumacher,Komedi,1h 37m,İngilizce,-,-
Gökyüzü Savaşçıları,02/08/2008 (JP),68,Mamoru Oshii,,"Aksiyon,Macera,Animasyon,Savaş,Bilim-Kurgu",2h 1m,Japonca,-,-
Sonsuz İhtiras,29/09/1995 (US),66,Gus Van Sant,,"Dram,Komedi,Suç",1h 46m,İngilizce,"$20,000,000.00","$21,300,000.00"
Fullmetal Alchemist,01/12/2017 (JP),54,Fumihiko Sori,,"Fantastik,Aksiyon,Bilim-Kurgu,Macera",2h 15m,Japonca,"$10,000,000.00",-
Geronimo Bir Amerika Efsanesi,10/12/1993 (US),63,Walter Hill,,"Vahşi Batı,Tarih,Aksiyon",1h 55m,İngilizce,"$35,000,000.00","$18,635,620.00"
,26/03/1969 (US),58,Tom Gries,,"Macera,Aksiyon,Vahşi Batı,Savaş",1h 50m,İngilizce,-,-
,21/08/1991 (HK),70,Wong Jing,Wong Jing,"Aksiyon,Komedi,Gerilim",1h 56m,Cantonese,-,-
İstikamet: Düğün,28/09/2018 (TR),58,Victor Levin,Victor Levin,"Romantik,Komedi,Dram",1h 30m,İngilizce,-,-
,18/10/2014 (US),58,Mikael Salomon,,"Suç,Gizem,Gerilim,TV film",1h 27m,İngilizce,-,-
Stag,05/04/2024 (PH),30,Jon Red,,"Dram,Romantik",1h 26m,Tagalog,-,-
Karanlık Kız,17/12/2021 (TR),66,Maggie Gyllenhaal,,Dram,2h 2m,İngilizce,-,"$14,521.00"
Sineklerin Tanrısı,16/03/1990 (US),63,Harry Hook,,"Macera,Dram,Gerilim",1h 31m,İngilizce,-,"$13,985,225.00"
,17/08/1963 (IT),72,Mario Bava,,Korku,1h 35m,İtalyanca,-,-
,09/08/2018 (AR),74,Luis Ortega,,"Dram,Suç",1h 58m,İspanyolca; Kastilyaca,"$3,000,000.00","$10,452,324.00"
Stan Helsing (Mega Canavarlar),27/10/2009 (US),42,Bo Zenga,Bo Zenga,"Komedi,Korku",1h 30m,İngilizce,"$365,000.00","$1,400,000.00"
Heart Beats,04/06/2021 (JP),74,Hiroto Takahashi,,"Romantik,Dram",1h 44m,Japonca,-,-
Parkland,04/10/2013 (US),62,Peter Landesman,,"Tarih,Dram",1h 34m,İngilizce,"$10,000,000.00","$1,412,181.00"
Uzun Kutsal Cuma,01/11/1980 (GB),71,John Mackenzie,Barrie Keeffe,"Gizem,Suç,Gerilim,Dram",1h 54m,İngilizce,-,-
Cherbourg Şemsiyeleri,19/02/1964 (FR),74,Jacques Demy,Jacques Demy,"Dram,Romantik",1h 31m,Fransızca,$7.00,-
Blue Chips,18/02/1994 (US),60,William Friedkin,Ron Shelton,Dram,1h 48m,İngilizce,"$35,000,000.00","$26,000,000.00"
Star of David: Beauty Hunting,27/10/1979 (JP),63,Norifumi Suzuki,,"Korku,Gerilim",1h 40m,Japonca,-,-
"Erkek, Dişi",10/04/1990 (TR),73,Jean-Luc Godard,Jean-Luc Godard,"Dram,Romantik",1h 45m,Fransızca,-,-
,02/11/2018 (US),69,Patrick Lussier,Louis Ackerman,"Korku,Gizem,Gerilim,TV film",1h 33m,İngilizce,-,-
Front of the Class,07/12/2008 (US),79,Peter Werner,Thomas Rickman,"Dram,TV film",1h 35m,İngilizce,-,-
,16/05/2024 (FR),0,Andrea Arnold,,Dram,1h 59m,İngilizce,-,-
,08/02/2019 (JP),81,Yutaka Uemura,,"Animasyon,Aksiyon,Savaş,Fantastik",1h 38m,Japonca,-,-
Hunting Souls,05/04/2022 (US),67,Diego Silva Acevedo,Diego Silva Acevedo,Korku,1h 33m,İngilizce,-,-
Dragon Fist,21/04/1979 (HK),62,Lo Wei,,"Aksiyon,Dram",1h 37m,Çince,-,-
Taş Tanrı Zardoz,17/05/1974 (IE),59,John Boorman,John Boorman,"Fantastik,Aksiyon,Gerilim,Bilim-Kurgu",1h 45m,İngilizce,"$1,570,000.00","$1,800,000.00"
2 Kalp,16/10/2020 (US),74,Lance Hool,Robin U. Russin,"Romantik,Dram",1h 41m,İngilizce,-,-
Çılgın Aile,06/03/2009 (US),69,Raymond De Felitta,Raymond De Felitta,"Dram,Komedi",1h 44m,İngilizce,"$6,000,000.00","$7,875,862.00"
New York Zamanı,07/05/2004 (US),62,Dennie Gordon,,Komedi,1h 31m,İngilizce,"$30,000,000.00","$21,289,826.00"
The Secret Life of Walter Mitty,01/09/1947 (US),68,Norman Z. McLeod,,"Komedi,Fantastik,Romantik",1h 50m,İngilizce,-,-
Borsa Saldırısı,30/06/2013 (US),59,Uwe Boll,Uwe Boll,"Dram,Gerilim,Aksiyon",1h 39m,İngilizce,-,-
Jo Pil-Ho: Öfkenin Doğuşu,20/03/2019 (KR),61,Lee Jeong-beom,,"Aksiyon,Suç,Dram,Gerilim",2h 7m,Korece,-,-
Akşam Yemeği,05/05/2017 (US),45,Oren Moverman,,"Dram,Gerilim,Gizem",2h,İngilizce,-,"$2,500,000.00"
Timsah,02/07/1980 (US),60,Lewis Teague,,"Korku,Bilim-Kurgu,Gerilim",1h 31m,İngilizce,"$1,500,000.00",-
Düşler Ülkesi,27/08/2021 (TR),59,Miles Joris-Peyrafitte,Nicolaas Zwart,"Dram,Gerilim",1h 38m,İngilizce,-,-
,27/05/2022 (IN),46,Anil Ravipudi,Anil Ravipudi,"Komedi,Romantik",2h 28m,Telugu,-,-
No Half Measures: Creating the Final Season of Breaking Bad,26/11/2013 (US),84,Stuart Richardson,,Belgesel,2h 15m,İngilizce,-,-
Cennet ve Yeryüzü,25/12/1993 (US),67,Oliver Stone,,"Tarih,Savaş,Aksiyon,Dram",2h 20m,İngilizce,"$33,000,000.00","$5,900,000.00"
,02/12/2003 (US),64,Charles Grosvenor,,"Animasyon,Macera,Aile",1h 24m,İngilizce,-,-
Yaratık,07/02/2024 (FR),66,Bertrand Bonello,Bertrand Bonello,"Dram,Romantik,Bilim-Kurgu",2h 26m,Fransızca,-,"$361,810.00"
Sır,07/09/2012 (TR),60,Pascal Laugier,Pascal Laugier,"Korku,Gizem,Gerilim",1h 46m,İngilizce,"$18,200,000.00",-
,15/10/2019 (US),66,Jeffrey Grellman,Jeffrey Grellman,"Korku,Fantastik,Gizem,Gerilim",1h 31m,İngilizce,-,-
Navalny,11/04/2022 (US),72,Daniel Roher,,Belgesel,1h 38m,İngilizce,-,-
Cennetten de Garip,01/10/1984 (US),72,Jim Jarmusch,,"Komedi,Dram",1h 26m,İngilizce,-,-
Sexmission,14/05/1984 (PL),73,Juliusz Machulski,,"Bilim-Kurgu,Macera,Komedi",1h 57m,Lehçe,-,-
Katilin Yüzü,25/10/2011 (US),61,Julien Magnat,,"Gerilim,Suç",1h 42m,İngilizce,"$15,000,000.00",-
The Mortuary Collection,21/09/2019 (US),67,Ryan Spindell,Ryan Spindell,"Fantastik,Korku",1h 50m,İngilizce,-,"$107,629.00"
Çeteler Savaşı,20/10/2000 (US),62,James Gray,James Gray,"Suç,Dram,Gerilim",1h 55m,İngilizce,-,-
,13/07/2012 (TR),70,Paolo Sorrentino,Paolo Sorrentino,Dram,1h 58m,İngilizce,"$25,000,000.00","$11,790,979.00"
Die Sünderin,18/01/1951 (DE),43,Willi Forst,,"Dram,Romantik",1h 27m,Almanca,-,-
Camp Slaughter,17/01/2004 (SE),19,Martin Munthe,Alina Warne,"Korku,Bilim-Kurgu",1h 25m,İngilizce,-,-
Hain,01/07/2016 (US),60,Susanna White,Hossein Amini,Gerilim,1h 48m,İngilizce,"$4,000,000.00","$9,930,095.00"
,02/04/1982 (US),68,Barry Levinson,,"Komedi,Dram",1h 49m,İngilizce,"$5,000,000.00","$14,100,000.00"
Belladonna of Sadness,30/06/1973 (JP),74,Eiichi Yamamoto,Eiichi Yamamoto,"Animasyon,Dram,Fantastik",1h 26m,Japonca,-,-
Marshall,01/06/2022 (TR),73,Reginald Hudlin,Jacob Koskoff,Dram,1h 58m,İngilizce,"$12,000,000.00","$10,051,659.00"
Sita Ramam,05/08/2022 (IN),77,Hanu Raghavapudi,,"Romantik,Dram",2h 38m,Telugu,-,-
Komşu Çocuk,23/01/2015 (US),49,Rob Cohen,,Gerilim,1h 31m,İngilizce,"$4,000,000.00","$52,425,855.00"
Arkadaş,22/01/2021 (US),72,Gabriela Cowperthwaite,,"Dram,Romantik",2h 4m,İngilizce,-,-
,15/09/2008 (US),61,Spike Lee,James McBride,"Dram,Savaş",2h 40m,İngilizce,"$45,000,000.00","$9,323,833.00"
Elmas El,28/04/1969 (SU),79,Leonid Gaidai,Leonid Gaidai,"Macera,Komedi,Suç",1h 40m,Rusça,-,-
,30/08/2017 (US),49,Roel Reiné,Roel Reiné,"Vahşi Batı,Aksiyon,Fantastik,Korku",1h 39m,İngilizce,-,-
,24/11/2017 (US),67,Joel Crawford,Jonathan Fener,"Macera,Animasyon,Aile,Fantastik",26m,İngilizce,-,-
Dune Drifter,24/10/2020 (GB),45,Marc Price,Marc Price,Bilim-Kurgu,1h 38m,İngilizce,"$1,200,000.00",-
İnançlı,17/05/2002 (US),69,Henry Bean,,Dram,1h 38m,İngilizce,"$1,500,000.00","$1,309,316.00"
Helen İle Büyümek,27/05/2004 (US),61,Garry Marshall,,"Dram,Komedi,Romantik",1h 59m,İngilizce,"$50,000,000.00","$49,700,000.00"
İkinci Şans,01/04/2007 (GB),73,Adrian Shergold,,"Dram,Romantik,TV film",1h 33m,İngilizce,-,-
Tarih Öncesi Topraklarda 13: Arakadaşların Yardımı,27/11/2007 (US),62,Jamie Mitchell,,"Animasyon,Aile,Macera",1h 16m,İngilizce,-,-
,03/12/2015 (DK),78,Martin Zandvliet,Martin Zandvliet,"Savaş,Dram,Tarih",1h 40m,Danca,"$5,070,773.00",-
Commitment,05/11/2013 (KR),73,Park Hong-soo,Park Hong-soo,"Dram,Aksiyon,Gerilim",1h 53m,Korece,-,-
Nowhere Special,08/12/2021 (FR),72,Uberto Pasolini,Uberto Pasolini,Dram,1h 36m,İngilizce,-,-
Cash: Para Kokusu,06/07/2023 (FR),62,Jérémie Rozan,Jérémie Rozan,Komedi,1h 35m,Fransızca,-,-
Assassination Classroom the Movie: 365 Days' Time,19/11/2016 (JP),66,Seiji Kishi,,"Aksiyon,Animasyon,Komedi",1h 32m,Japonca,-,-
Anna ve Kıyamet,30/11/2018 (GB),60,John McPhail,Ryan McHenry,"Korku,Komedi,Fantastik",1h 33m,İngilizce,-,"$673,523.00"
Seni Seviyorum Berlin,08/02/2019 (US),47,Dennis Gansel,Dennis Gansel,Dram,2h,İngilizce,-,"$160,000.00"
Atlantics,02/10/2019 (FR),68,Mati Diop,,"Dram,Romantik,Fantastik",1h 46m,Fransızca,"$1,600,000.00",-
Marwen'a Hoş Geldiniz,21/12/2018 (US),66,Robert Zemeckis,,"Dram,Komedi",1h 56m,İngilizce,"$39,000,000.00","$12,800,000.00"
,23/02/2018 (AU),55,Kimble Rendall,,"Aksiyon,Macera,Korku",1h 30m,İngilizce,-,"$7,910,928.00"
Skandalın Adı Larry Flynt,25/12/1996 (US),70,Miloš Forman,,Dram,2h 10m,İngilizce,"$36,000,000.00","$20,300,385.00"
Yo-kai Watch: The Movie,20/12/2014 (JP),74,Shinji Ushiro,Yoichi Kato,"Animasyon,Aile,Fantastik,Macera",1h 37m,Japonca,-,"$99,481,307.00"
Görüngü,14/04/2023 (ES),58,Carlos Therón,,"Komedi,Korku,Gerilim",1h 36m,İspanyolca; Kastilyaca,-,-
,18/12/1992 (US),57,Richard Pearce,,"Komedi,Dram,Romantik",1h 48m,İngilizce,"$20,000,000.00","$23,400,000.00"
The White Haired Witch of Lunar Kingdom,14/02/2014 (CN),61,Jacob Cheung,,Fantastik,1h 44m,Çince,-,-
Summer of Director Oh,03/03/2016 (KR),0,No Zin-soo,No Zin-soo,"Romantik,Dram",1h 38m,Korece,-,-
The Vast of Night,01/06/2019 (US),65,Andrew Patterson,,"Dram,Gizem,Bilim-Kurgu,Gerilim",1h 31m,İngilizce,-,-
,24/10/1960 (US),72,John Wayne,,"Savaş,Macera,Tarih,Vahşi Batı",3h 22m,İngilizce,"$12,000,000.00","$7,900,000.00"
Sinbad'ın 7. Yolculuğu,23/12/1958 (US),69,Nathan H. Juran,Ken Kolb,"Aksiyon,Macera,Aile,Fantastik",1h 28m,İngilizce,"$650,000.00",-
,02/03/1990 (US),57,Frank Henenlotter,Frank Henenlotter,"Korku,Komedi",1h 30m,İngilizce,"$2,500,000.00",-
Super Polis,18/09/1980 (US),65,Sergio Corbucci,,"Fantastik,Aksiyon,Komedi,Bilim-Kurgu",1h 44m,İtalyanca,-,-
Kirazın Tadı,30/04/1999 (IR),77,Abbas Kiarostami,Abbas Kiarostami,Dram,1h 35m,Farsça,-,-
Hayatımın Şansı,19/12/2014 (TR),63,Olivier Nakache,Olivier Nakache,"Dram,Komedi",1h 58m,Fransızca,"$20,000,000.00","$151,530.00"
,17/09/2021 (US),50,Sion Sono,,"Aksiyon,Fantastik,Korku",1h 43m,İngilizce,-,-
,08/12/1982 (US),75,Sidney Lumet,Jay Presson Allen,Dram,2h 9m,İngilizce,"$16,000,000.00","$53,977,250.00"
Celebrity Sex Tape,02/02/2012 (US),44,Scott Wheeler,,Komedi,1h 27m,İngilizce,-,-
Öldüren Büyü,25/08/1995 (US),60,Clive Barker,Clive Barker,"Korku,Fantastik,Dram",1h 48m,İngilizce,-,"$13,294,594.00"
David Copperfield'ın Çok Kişisel Hikayesi,24/01/2020 (GB),65,Armando Iannucci,,Komedi,1h 59m,İngilizce,"$15,600,000.00","$11,620,337.00"
When Hitler Stole Pink Rabbit,25/12/2019 (DE),71,Caroline Link,Caroline Link,Dram,1h 59m,Almanca,-,"$8,541,775.00"
Yedi Kadın ve Bir Cinayet,28/12/2022 (TR),55,Alessandro Genovesi,,"Komedi,Gizem,Suç",1h 24m,İtalyanca,-,-
Mr. Mom,22/07/1983 (US),66,Stan Dragoti,John Hughes,"Komedi,Dram",1h 31m,İngilizce,-,"$64,783,827.00"
Bokeh,24/03/2017 (US),54,Andrew Sullivan,Andrew Sullivan,"Dram,Bilim-Kurgu,Gerilim",1h 44m,İngilizce,-,-
Çapraz Hayatlar,30/12/1998 (US),66,Willard Carroll,Willard Carroll,"Komedi,Dram,Romantik",2h 1m,İngilizce,"$20,000,000.00","$3,970,078.00"
,12/03/2003 (AR),73,Alejandro Agresti,Alejandro Agresti,"Romantik,Dram,Komedi",1h 26m,İspanyolca; Kastilyaca,-,"$1,691,017.00"
Ingrid Batıda,11/08/2017 (US),64,Matt Spicer,,"Komedi,Dram",1h 38m,İngilizce,-,"$24,931,915.00"
St. Trinian Okulu,21/12/2007 (GB),59,Barnaby Thompson,,"Komedi,Aile,Bilim-Kurgu",1h 41m,İngilizce,"$14,000,000.00","$29,100,000.00"
,15/11/2022 (US),68,Darrell Van Citters,,"Aile,Komedi,Animasyon,Macera",1h 16m,İngilizce,-,-
Kameralı Adam,08/01/1929 (SU),79,Dziga Vertov,Dziga Vertov,Belgesel,1h 8m,Rusça,-,-
Alaaddin 2: Alaaddin'in Dönüşü,03/10/2018 (FR),48,Lionel Steketee,Daive Cohen,"Komedi,Fantastik,Macera",1h 38m,Fransızca,"$18,900,000.00","$19,000,000.00"
Yılan ve Gökkuşağı,19/10/1990 (TR),64,Wes Craven,,"Korku,Gerilim",1h 38m,İngilizce,"$11,000,000.00","$19,595,031.00"
"Seninkiler, Benimkiler ve Bizimkiler",23/11/2005 (US),62,Raja Gosnell,,"Komedi,Aile,Romantik",1h 30m,İngilizce,"$45,000,000.00","$72,028,752.00"
A Fortunate Man,30/08/2018 (DK),68,Bille August,,Dram,2h 42m,Danca,-,-
,12/04/1972 (US),62,Ralph Bakshi,,"Animasyon,Komedi,Dram",1h 18m,İngilizce,"$850,000.00","$90,000,000.00"
Zehirli Sarmaşık 3,20/05/1997 (US),47,Kurt Voss,Karen Kelly,"Gerilim,Romantik,Dram",1h 33m,İngilizce,-,-
Kör,14/07/2017 (US),61,Michael Mailer,,"Dram,Romantik",1h 45m,İngilizce,-,"$12,522.00"
Sudaki Kız,15/09/2006 (TR),56,M. Night Shyamalan,,"Dram,Fantastik,Gizem",1h 50m,İngilizce,"$70,000,000.00","$72,785,169.00"
Altın Göl,04/12/1981 (US),72,Mark Rydell,Donald Stewart,"Dram,Romantik",1h 49m,İngilizce,"$15,000,000.00","$119,285,432.00"
Cyst,12/11/2021 (DE),47,Tyler Russell,Tyler Russell,"Korku,Bilim-Kurgu,Komedi",1h 8m,İngilizce,-,-
Tepelerde,20/08/2021 (TR),72,Jon M. Chu,,"Dram,Romantik",2h 23m,İngilizce,"$55,000,000.00","$43,000,000.00"
Siyam Balığı,09/10/1983 (US),70,Francis Ford Coppola,,"Suç,Dram",1h 34m,İngilizce,"$10,000,000.00","$2,494,480.00"
Sweet Whip,21/09/2013 (JP),61,Takashi Ishii,Takashi Ishii,"Gerilim,Dram,Romantik,Gizem,Korku",1h 58m,Japonca,-,-
İmparator,08/03/2013 (US),61,Peter Webber,,"Dram,Tarih,Savaş",1h 45m,İngilizce,-,"$14,858,240.00"
24 Year Old Yoon Yul's Sexy Breasts,01/03/2021 (KR),72,,,"Dram,Romantik",1h 10m,Korece,-,-
,15/11/2013 (GB),58,Richard Shepard,Richard Shepard,"Komedi,Suç,Dram",1h 33m,İngilizce,"$7,000,000.00","$1,300,000.00"
,07/08/2015 (US),58,Jonathan Demme,Diablo Cody,"Komedi,Dram,Müzik",1h 40m,İngilizce,"$18,000,000.00","$41,325,328.00"
Aşk ve Merhamet,05/06/2015 (US),71,Bill Pohlad,,"Dram,Müzik,Tarih",2h,İngilizce,"$10,000,000.00","$28,600,000.00"
Ateş Yağmuru,12/12/2019 (CN),64,Simon West,Sidney King,"Aksiyon,Macera",1h 37m,Çince,-,"$24,800,000.00"
